CbRt,SGZ,P,Q,CrRl,AbRl,DfClb,DfRlRt,DfDfClb,ST1,ST2,ST3,ST4,DfST1,DfST2,DfST3,DfST4,Sa,Target
-462,21,0.04,0.18,1.5,-16,-12,-0.011,1.1,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.031
9,7,-0.39,0.19,-0.4,-15,-3,-0.004,-1.8,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.021
-152,-34,-0.37,0.11,-0.5,-7,-18,0.017,0.5,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0,0,0,-0.0002,0.016
-105,-3,-0.12,0.12,1.5,-9,-10,-0.045,-0.4,-0.0011,-0.0012,-0.0012,-0.0013,0.0001,0,0.0001,0,-0.0013,0.018
-557,-18,0.45,0.22,1,-14,-17,-0.028,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.019
-50,0,0.11,0.03,1.6,-4,-6,0.001,0.9,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.019
26,-8,0.68,0.07,-0.5,-11,-2,0.002,-0.4,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,0.023
159,-20,0.15,-0.18,0.1,-12,26,0.016,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
112,-26,-0.24,0.05,0.7,-5,-5,-0.007,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
103,-46,-0.42,0.16,0.6,-11,-12,-0.015,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.02
155,-36,-0.41,-0.02,-0.1,-6,3,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
15,9,0.24,0.02,0.7,-5,-2,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
508,-5,-0.16,0.27,-1.3,-21,-6,0.013,0.5,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.037
-91,-5,0.09,0.05,0.7,-5,-6,-0.004,0,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
85,-53,-0.5,0.13,0.3,-19,5,-0.018,-0.6,-0.0015,-0.0015,-0.0015,-0.0015,-0.0001,0,0,0,-0.0015,0.02
684,7,-0.13,0.27,0.5,-10,-16,-0.006,-3.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
97,2,-0.08,0.16,-0.7,-14,-4,0.006,-0.5,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,0.022
203,-71,0.44,-0.18,-0.9,-13,24,0.023,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.028
27,-12,-0.04,0.19,-0.9,-20,0,0.016,0,-0.001,-0.001,-0.001,-0.0011,0,0,0.0001,0,-0.0011,0.026
176,-7,0.08,-0.12,-1.1,-9,14,0.017,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.078
357,-11,0.56,0.09,0.3,-10,2,-0.002,-1.8,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0,-0.0002,0,-0.0006,0.02
-245,-6,-0.03,0.18,0.3,-14,-10,-0.004,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.027
-333,-44,-0.6,-0.19,-0.4,-10,6,-0.004,5.5,-0.0006,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,0.015
153,12,-0.25,0.18,0.3,-13,-17,-0.014,0.7,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.02
-323,-49,0.47,-0.18,1.3,-12,14,0.014,1.9,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.022
-54,-2,0.2,0.24,0,-16,-13,-0.003,0,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.027
398,-5,0.27,0.05,0.5,-16,5,0.004,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.02
212,-29,0.28,-0.1,1.3,-10,13,-0.023,0.6,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.019
286,-42,-0.43,-0.07,-1.8,-10,9,0.006,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
-142,-22,-0.74,-0.03,-0.6,-13,17,-0.001,-1.6,-0.0007,-0.0009,-0.0009,-0.001,0.0001,0,0.0001,0,-0.001,0.022
-21,-15,0.22,-0.1,-0.5,-7,21,0.007,-1.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,0.018
102,-20,0.45,-0.01,1.8,-4,1,-0.012,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
-367,10,-0.36,0.18,1.6,-6,-20,-0.016,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
-74,-36,-0.18,-0.04,0.5,-8,6,-0.002,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-174,-48,-0.68,-0.13,-0.1,-7,13,-0.026,1.8,-0.0005,-0.0007,-0.0007,-0.0009,0.0002,0,0.0002,0,-0.0009,0.015
-109,-37,-0.21,0.23,2.8,-15,-13,-0.025,-0.1,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,0.025
104,-49,-0.19,0.07,0.9,-18,10,-0.02,-0.1,-0.0022,-0.0025,-0.0025,-0.0027,0.0002,0,0.0003,0,-0.0027,0.043
-375,39,0.06,0.02,1,-5,-3,-0.007,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
-125,-11,-0.37,-0.1,0.2,-7,-6,-0.011,1.3,-0.0005,-0.0005,-0.0005,-0.0006,0.0001,0,0.0001,0,-0.0006,0.016
246,-11,0.05,-0.05,-0.2,-6,6,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-153,-11,0.36,-0.04,-0.5,-7,5,0.005,0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.018
365,22,0.34,-0.02,-1.2,-14,6,0.023,1.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
-181,-5,-0.03,0.09,0.2,-10,-7,-0.001,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
323,0,-0.19,0.17,-0.8,-12,6,-0.006,-1.8,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.049
300,-23,0.32,0.16,1,-14,-10,-0.025,-0.5,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0,0,0,-0.0012,0.021
553,-16,0.54,0.05,-0.4,-11,12,0.02,-3.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
401,-42,-0.14,-0.04,-0.1,-6,6,-0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
599,8,0.16,0.08,-0.6,-6,-13,0.006,1.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.021
-151,10,0.2,0.11,-0.5,-6,-11,0.008,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
117,-10,-0.2,0.07,1.7,-9,-4,-0.009,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.031
-87,-25,0.19,-0.02,-0.5,-7,4,0.006,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.02
-193,-17,-0.33,-0.09,0.3,-6,11,-0.005,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
-175,-25,0.27,-0.06,-1.5,-7,7,0.006,-0.4,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.018
-516,-33,-0.46,0,0.4,-16,4,-0.025,2.7,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.016
135,-26,0.39,0.15,-1.3,-16,-14,0.018,1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
328,-19,0.24,0.21,0.6,-7,-3,-0.006,-2.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.049
-233,20,-0.31,0.07,0.4,-13,0,-0.016,-0.2,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,0.017
-233,-43,0.14,0.04,-0.9,-7,-5,-0.001,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
336,-48,-0.37,0.01,-0.7,-19,15,0.025,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
-169,-8,-0.37,0.09,-0.7,-8,-8,-0.004,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.016
335,12,0.05,0.26,1.7,-17,-1,0.003,-1.9,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.036
-195,15,-0.14,0.08,-0.9,-11,-5,0,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.018
83,5,-0.12,-0.08,0.7,-5,8,-0.002,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
-349,28,0.47,0.11,-0.4,-11,-6,0.014,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.026
-198,-21,-0.51,0.24,-1,-15,-6,0.013,-0.8,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.033
-318,-22,-0.38,-0.13,0.8,-18,0,-0.037,3.5,-0.0029,-0.0029,-0.0029,-0.0029,0,0,0,0,-0.0029,0.033
12,-35,0.17,-0.04,-0.5,-6,5,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
-148,-42,-0.01,0.04,1.8,-7,-3,-0.013,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
513,25,-0.08,0.1,-0.5,-6,-4,0.004,-1.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-62,-33,0.19,-0.09,0.6,-7,18,0.001,-0.9,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.021
-222,6,-0.58,-0.1,2,-8,8,-0.006,2.5,-0.0005,-0.0005,-0.0005,-0.0007,0,0,0.0001,0,-0.0007,0.019
326,6,0.25,0.15,-0.5,-13,-9,0.006,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.021
-106,-37,-0.04,-0.01,0.2,-10,4,0,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.016
-226,-73,0.39,-0.08,-0.5,-15,20,0.026,-0.8,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,0.026
-215,-23,0.48,0.17,-0.2,-19,1,0.012,-0.2,-0.0012,-0.0011,-0.0011,-0.0011,-0.0003,0,0,0,-0.0011,0.025
374,-23,0.82,0.35,-1.7,-20,-11,0.007,-3.9,-0.0011,-0.001,-0.001,-0.001,-0.0003,0,0,0,-0.001,0.027
218,33,-0.09,0.04,-0.6,-6,-3,0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-92,-28,0.02,-0.04,1,-12,8,0.008,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.015
-328,-12,0.23,0.27,-0.1,-12,-21,0.001,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.029
-135,5,-0.02,0.02,-0.6,-6,-1,-0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-132,18,-0.42,-0.06,0.3,-11,9,0.003,0.4,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
-499,-29,-0.21,-0.02,0.4,-12,-3,-0.004,0.6,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,0.015
-238,-5,0.02,0.05,0.9,-12,1,-0.011,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.017
-599,-83,-0.47,-0.29,1.3,-9,32,-0.006,2.8,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.015
174,-6,0.31,0.08,-0.3,-13,-3,0.003,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
44,-25,-0.18,-0.06,-0.8,-8,8,-0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-103,14,0.5,0.02,-1.3,-7,-2,0.001,0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.019
-61,-43,0.23,-0.03,0.7,-7,4,0,-0.1,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,-0.0001,0,-0.0005,0.023
130,-17,0.17,0.02,0.2,-13,5,0.003,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
387,-1,-0.13,0.01,-1.1,-12,4,0.021,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.022
-26,-34,-0.07,-0.11,0.5,-9,8,0.008,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.015
14,17,0.12,0.07,0.8,-8,-8,-0.007,0.9,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.029
-224,-46,-0.64,0.14,-0.5,-19,7,-0.01,-0.5,-0.0016,-0.0018,-0.0018,-0.0018,0.0002,0,0,0,-0.0018,0.029
352,4,-0.02,0.11,-0.6,-13,-4,0,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.024
67,-20,-0.08,-0.21,-2.8,-14,21,0.03,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
-28,-2,0.69,0.15,0.6,-11,-12,-0.005,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.023
-436,29,-0.29,0.09,-0.8,-7,-8,-0.007,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.02
35,-25,-0.27,-0.09,-0.5,-7,8,0.008,1.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
24,27,0.25,0.06,-0.5,-7,-6,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-129,-23,-0.07,-0.15,0.4,-11,4,-0.007,2.6,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
-140,-2,-0.16,0.27,0.9,-18,-15,-0.006,0.1,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,0.036
258,0,0.3,0.03,-1.4,-9,1,0.014,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.028
-155,43,-0.42,0.16,0.4,-12,-13,-0.016,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.018
191,-46,-0.46,0.14,0,-20,4,-0.009,0,-0.0012,-0.0014,-0.0014,-0.0014,0.0002,0,0,0,-0.0014,0.022
-260,-17,0.31,0.3,-0.7,-20,-10,0.01,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.032
-162,33,0.4,0.12,-1.3,-14,-5,0.014,-0.1,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0,-0.0002,0,-0.0006,0.022
405,-52,0.49,-0.04,-0.2,-11,10,0.01,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
63,-31,-0.1,0.17,-0.6,-13,-11,-0.004,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.017
481,3,-0.16,0.21,2.6,-12,-11,-0.023,-2.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.022
-116,-17,-0.35,0.06,-0.7,-14,3,0.022,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
381,-52,-0.26,0.03,1.4,-15,3,-0.009,0.5,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,0.02
-19,20,0.23,0.23,0.8,-7,-24,0.002,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.023
-437,11,0.05,0.03,0.6,-6,-3,-0.002,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.015
-217,-8,-0.22,0.1,0.4,-13,-5,-0.001,0,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0,0,0,-0.0008,0.018
63,13,0.2,0.11,0.7,-5,-4,-0.009,-0.7,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,-0.0001,0,-0.0005,0.018
128,-22,-0.25,0.01,0.3,-15,13,0.004,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
56,50,0.13,0.1,0.6,-5,-11,0.005,0,-0.0004,-0.0004,-0.0004,-0.0003,-0.0002,0,-0.0002,0,-0.0003,0.019
182,-30,-0.34,-0.09,-1.5,-8,12,0.012,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
-130,-14,0.17,0.04,-1.1,-13,1,0.004,0.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
-469,16,0.26,0.06,2.2,-13,-1,-0.015,0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.017
315,15,0.13,-0.1,-0.8,-9,13,0.015,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
17,-35,-0.2,-0.06,0.3,-11,9,-0.013,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.018
-148,24,-0.05,0.14,0.6,-5,-15,-0.003,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
-64,-20,-0.31,0.02,-0.2,-14,7,-0.011,0,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.016
144,-10,-0.39,0.08,-0.1,-8,-4,0.004,-1.8,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
64,-45,-0.73,0.04,-1.6,-17,4,0.022,0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.021
230,6,-0.14,0.02,0.2,-10,4,-0.007,0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.02
95,-67,-0.42,0.04,1.1,-14,5,-0.014,0,-0.0009,-0.001,-0.001,-0.0011,0.0001,0,0.0002,0,-0.0011,0.018
7,30,0.2,0.19,-0.5,-6,-20,0.004,-0.4,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.022
-192,-5,-0.15,0.11,0.2,-9,-10,-0.005,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
-309,-34,-0.39,-0.06,0.4,-13,11,0.006,-1.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.017
247,39,0.5,0.39,-0.4,-18,-27,-0.006,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.023
-235,15,0.15,-0.01,-1.8,-12,7,0.019,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,-0.0001,0,-0.0004,0.018
308,-12,0.04,-0.08,0.2,-10,12,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
-428,13,-0.21,0.29,2.1,-13,-23,-0.021,0,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.026
19,-17,-0.23,0.08,-0.6,-7,-7,-0.002,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.022
84,11,-0.25,0.02,1.3,-5,-3,-0.014,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
142,-33,-0.15,-0.07,-0.5,-16,16,0.033,0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
170,38,0.64,0.16,0.5,-13,-12,0.003,0,-0.0007,-0.0007,-0.0007,-0.0006,0,0,-0.0002,0,-0.0006,0.022
419,-36,0.01,0.01,0.2,-10,4,-0.012,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.02
130,-38,0.47,0.05,-2.5,-20,13,0.048,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-257,-14,0.3,0.01,0.8,-11,-2,-0.004,0.9,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.038
-281,-28,-0.3,-0.05,1.9,-10,10,-0.001,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
-188,-17,-0.68,-0.07,-0.9,-11,5,0.013,3.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-195,-6,-0.18,0.09,1,-10,-7,-0.008,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.022
-271,5,-0.23,0.03,-0.7,-7,-3,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.014
85,18,-0.22,0.17,0.4,-16,-5,-0.004,-0.1,-0.0013,-0.0015,-0.0015,-0.0015,0.0002,0,0,0,-0.0015,0.033
-103,-2,0.19,0.06,0.6,-6,-6,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
-9,-64,-0.33,0.02,1.9,-14,7,-0.017,0.5,-0.0011,-0.0012,-0.0012,-0.0012,0.0002,0,0,0,-0.0012,0.021
-104,29,0.43,0.14,-0.5,-13,-7,0.003,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.031
-179,-16,-0.21,0.01,-0.9,-7,3,0.001,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
-47,-14,-0.24,0.08,-1.2,-9,-8,0.004,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.023
-245,33,0.52,0.36,-1,-19,-18,0.01,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.029
353,3,-0.55,0.03,-1.9,-16,4,0.02,1.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
445,4,0.26,0.04,0.2,-11,0,0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
-23,18,-0.46,0.04,0,-8,4,-0.006,-0.5,-0.0004,-0.0005,-0.0005,-0.0007,0.0001,0,0.0002,0,-0.0007,0.02
-18,-21,0.23,0.16,-1.3,-12,-13,0.017,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-113,13,0.18,0.37,1.4,-15,-38,-0.017,2.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.021
-183,-24,0.12,0.06,-0.2,-9,-5,-0.008,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
535,-33,-0.35,-0.12,0.3,-8,13,0.004,0.6,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.015
-73,-39,0.02,-0.04,0.8,-10,7,0.01,0.3,-0.0008,-0.0007,-0.0007,-0.0005,-0.0002,0,-0.0003,0,-0.0005,0.018
-175,25,0.31,0.11,1,-7,-12,0.005,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,0.02
-46,-20,-0.09,0.2,-0.7,-15,-10,0.003,-0.2,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0,0,0,-0.0012,0.034
449,2,0.35,-0.05,0.3,-11,10,0.012,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
25,-3,0.15,-0.07,-0.9,-10,11,0.014,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
548,-14,0.35,0.21,-0.4,-13,-14,0.011,-0.9,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.022
-228,-28,-0.25,-0.05,-1.8,-12,9,0.021,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.015
-192,-23,0.07,0.07,0.4,-7,-7,0.004,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
49,-59,-0.71,-0.07,-1.3,-17,21,0.038,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.023
-57,-32,0.23,0.02,1.6,-5,-2,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
70,-17,-0.5,0.17,-0.8,-20,-6,-0.007,1.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.02
-246,-52,-0.65,-0.04,-0.8,-12,11,0.019,1.2,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-136,36,0.13,0.25,-0.3,-8,-27,0.001,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
-64,-6,-0.27,0.2,0.3,-13,-14,-0.013,-0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.019
-89,-31,-0.5,-0.11,-0.1,-18,13,-0.02,3.4,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.016
194,-32,0.09,0.01,1.6,-4,-2,-0.009,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
101,-12,-0.02,-0.09,1.3,-9,12,-0.012,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.021
137,10,-0.13,-0.02,-0.6,-8,4,0.007,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.027
284,-75,-0.29,-0.23,0.3,-7,32,-0.016,-0.5,-0.0004,-0.0006,-0.0006,-0.0007,0.0002,0,0.0001,0,-0.0007,0.014
353,-41,-0.35,0.01,-1.7,-17,9,0.02,0.3,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.028
196,-28,0.23,-0.03,0,-11,7,0.009,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.03
-24,-8,-0.16,-0.11,-0.2,-7,-5,-0.006,3.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
405,-29,0.17,-0.21,-0.3,-7,24,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.017
-146,-17,-0.36,0.19,0.5,-15,-15,-0.016,0.3,-0.0012,-0.0012,-0.0012,-0.0012,-0.0002,0,0,0,-0.0012,0.018
